 Error =   1.72277627276135     
 Eigenvalues = 
 (-0.738405197796709,-0.233441847872960)
 (-0.702863617830116,0.218337181829222)
 (-0.347732084994700,-4.787829068464857E-002)
 (-0.348925579883672,4.941535450980294E-002)
 (-0.534375904599476,-3.733791087094848E-003)
 (-0.489979764185982,-5.865383368773668E-002)
 (-0.490240467086931,5.734086309265184E-002)
 (-0.484244437621515,3.785499354923112E-008)
 (-0.379075570579083,1.458028281741551E-002)
 (-0.380355230811718,-1.247328567113964E-002)
 (-0.371671080383323,-2.128878768203003E-003)
 (-0.371348386608579,6.252242953295560E-004)
 (-0.409884440404140,-6.034723337483117E-008)
 (-0.406097404390386,2.902339322346551E-007)
 (-0.403552861264841,-1.755083639117447E-007)
