 Error =  0.739445705022717     
 Eigenvalues = 
 (-0.318148475575564,7.041164885064648E-004)
 (-0.404238770738568,-9.962367137643872E-002)
 (-0.406550329063545,0.100800051362647)
 (-0.581517722999718,1.193435280693076E-004)
 (-0.568063727278968,-9.024836111803760E-009)
 (-0.492982602343239,-4.880862271110444E-002)
 (-0.491671624569864,4.413964015775668E-002)
 (-0.484244415052176,2.418277648887587E-011)
 (-0.356641135911380,-2.333826456962609E-002)
 (-0.356052552485799,2.360297563929059E-002)
 (-0.367377684118313,1.099471466659462E-004)
 (-0.391223455050990,9.003139333582484E-004)
 (-0.400702199519868,-6.766722821881300E-004)
 (-0.407873779776024,1.317122706827821E-003)
 (-0.409448291643158,-9.000341129045916E-004)
