 Error =  0.151170386822072     
 Eigenvalues = 
 (-0.610735722355289,1.130231347342650E-002)
 (-0.610682995419317,-1.131803133081166E-002)
 (-0.628211495990292,-7.504894770991951E-006)
 (-0.808485677576536,-6.618037823669220E-011)
 (-0.921027678489122,-5.138982606512371E-003)
 (-0.930546541084185,-2.032494368273914E-005)
 (0.657399058409286,4.446841463392885E-005)
 (0.663015583601139,-3.556579962835128E-005)
 (0.692753661638499,-8.869648026969266E-003)
 (0.692923717283972,8.711176360078583E-003)
 (0.901387155826629,-1.005334982461313E-011)
 (0.946942453931335,-2.434319555394390E-006)
 (0.979876838613002,2.804689079275552E-006)
 (0.970182103659483,1.242140212716669E-006)
 (0.962855160592601,-1.429436501241298E-006)
