 Error =   1.25151769401751     
 Eigenvalues = 
 (-0.964815065741754,-4.155865159254273E-003)
 (-0.294618210850825,-2.531029200117815E-003)
 (-0.603201232588364,-3.073776449577529E-004)
 (-0.336846436919193,-2.576260547541644E-002)
 (-0.339894623613056,3.111513309396854E-002)
 (-0.509020612959984,-6.487596645764256E-002)
 (-0.489430440250897,7.299075799513242E-002)
 (-0.484244415044282,-1.329060795315874E-011)
 (-0.454438406248657,3.074560668010862E-003)
 (-0.366186573895332,7.461804020959058E-004)
 (-0.380786402377171,1.829720826692187E-003)
 (-0.403228964453672,-6.748358565008975E-004)
 (-0.406141423434349,5.620410437547558E-004)
 (-0.409959076350406,-7.541636822735769E-005)
 (-0.411283803657528,-1.276299494243637E-002)
