 Error =  0.396091047417392     
 Eigenvalues = 
 (-0.590132692329412,-3.467498366768663E-005)
 (-0.612967309133243,2.817534449189212E-006)
 (-0.627571257871853,-1.368541774351572E-007)
 (-0.808485685182816,-6.045348576477713E-013)
 (-0.930507362424222,7.431947521185509E-011)
 (0.645053411620986,9.176182639251631E-003)
 (0.645297429628582,-9.161720666050961E-003)
 (0.664871808620534,2.667578046277064E-006)
 (0.708570747793536,3.540889818645027E-003)
 (0.719081005333133,-9.836003336242247E-003)
 (0.901387159262207,8.047701281114527E-011)
 (0.947503158249316,1.017173510263607E-005)
 (0.980001488469968,-1.810233092528575E-007)
 (0.969199909998856,1.797883251852914E-005)
 (0.964207022967876,-2.913539482227238E-005)
