 Error =   1.18368658201828     
 Eigenvalues = 
 (-0.540243036708113,-0.383736647651247)
 (-0.569015857839914,0.276109492994044)
 (-0.580393953107971,-4.275010109579452E-003)
 (-0.306168610989400,9.199396273561505E-003)
 (-0.512573875128152,7.958897771366737E-002)
 (-0.484244415014634,6.326075990304407E-012)
 (-0.362340915323204,2.468676905511630E-002)
 (-0.348386813360924,-7.475277402024517E-003)
 (-0.360893228575200,-3.214868861759193E-002)
 (-0.413423234904665,-4.755602574548615E-002)
 (-0.396135252664223,2.914649882755514E-002)
 (-0.375021079115529,-8.008988937738457E-004)
 (-0.409884276084193,-1.631019497621570E-007)
 (-0.406096732251298,-1.150538206874471E-007)
 (-0.403554475054331,-5.459603649701183E-007)
