 Error =   2.76071622551452     
 Eigenvalues = 
 (-1.00685683923595,-0.789861288330369)
 (-0.501072436518594,-0.270295730509579)
 (-0.305094645598657,-2.084854254086247E-002)
 (-0.635326169317711,1.402517778450876E-003)
 (-0.323506116872438,6.159879336871657E-002)
 (-0.561534057551885,1.661030077140599E-002)
 (-0.438146961059965,0.110430768243711)
 (-0.484244678397603,-3.276735713771976E-007)
 (-0.344539278270119,-3.162525716003017E-003)
 (-0.348373958197616,4.447895894440046E-003)
 (-0.452887502298225,1.464039215551579E-002)
 (-0.373768073386647,1.156349933691460E-005)
 (-0.409882848856420,8.942211570130812E-007)
 (-0.406102155306215,-1.398616386708501E-006)
 (-0.403549983834117,1.596453897668944E-006)
