 Error =  0.252950782695067     
 Eigenvalues = 
 (-0.630239539977760,-0.101520062847412)
 (-0.644432761002859,0.112824488799008)
 (-0.659553633051632,2.476198451919299E-002)
 (-0.664499120542477,-2.441186354950041E-002)
 (-0.931089241559207,-2.684176692995549E-005)
 (-0.808479593529598,-1.150494338795631E-007)
 (0.812910547888818,0.495034005171112)
 (0.657917624311740,-1.114087981012749E-002)
 (0.665194174408994,8.509283721507898E-003)
 (0.727608347920433,2.996118958185638E-004)
 (0.901390978145289,-1.539096732424745E-006)
 (0.996616739290408,1.787421562855039E-003)
 (0.939331434594092,1.779704688128324E-002)
 (0.946984271276916,-1.537038669764659E-002)
 (0.965274247482119,-2.338175899253089E-003)
