 Error =   97.8154186939626     
 Eigenvalues = 
 (-0.501946746723949,-6.444210677535353E-002)
 (-0.501773864073921,6.410767703449642E-002)
 (-0.627461054735371,-6.443722656922665E-007)
 (-0.613316777367415,-1.441051347467787E-006)
 (-0.592083340808425,2.090113682842872E-005)
 (-0.584931339037642,-6.235625155120701E-007)
 (-0.568062915210649,1.885120845377618E-007)
 (-0.548203926009953,5.971116477054477E-007)
 (-0.526435452790282,2.975167942212259E-007)
 (-0.493065551686538,-2.031842524241336E-002)
 (-0.495178526200467,-5.241506354560139E-005)
 (-0.493131211195646,2.025727894650365E-002)
 (-0.425684287741430,-7.904826297206123E-003)
 (-0.418357153170355,-8.202713794433852E-004)
 (-0.424715159428360,9.080948853599620E-003)
