 Error =  0.332166283747344     
 Eigenvalues = 
 (0.693932427218307,0.207280389451130)
 (0.697448334151973,1.948264746911388E-004)
 (0.700349818989970,-0.188643680408379)
 (0.900362365565900,-1.173000198993579E-004)
 (0.948372060774917,4.752599520234071E-003)
 (2.91393895566170,0.729251285846183)
 (-2.48429094041251,-0.582264270183482)
 (-0.589428831907434,-0.188071018451296)
 (-0.605572770801663,0.148445940877396)
 (-0.681548255928350,0.118887320383291)
 (-0.705704091986216,-0.137802018561025)
 (-0.665750689156473,1.793904669286345E-002)
 (-0.955729951392217,-2.130121124043098E-002)
 (-0.726513242427138,-9.648167907466818E-003)
 (-0.810537436711080,7.286444514613693E-004)
