 Error =  1.114093011363892E-002
 Eigenvalues = 
 (-0.606561655776532,-3.535214495609608E-002)
 (-0.606621293836464,3.535696709524740E-002)
 (-0.627570617541762,7.376930984556889E-003)
 (-0.627518563168439,-7.410005064149149E-003)
 (-0.808485623208507,4.538453625878620E-011)
 (-0.930525738205449,2.060980251070124E-008)
 (0.650742113811729,1.373298430538252E-002)
 (0.652080802761026,-1.329657543715969E-002)
 (0.663599716995111,3.304887839982701E-004)
 (0.704625578058151,-1.871152813346546E-005)
 (0.901387049262014,-1.348490826134020E-009)
 (0.945345814768513,-8.805745084057208E-007)
 (0.979790420574811,3.819841192030854E-006)
 (0.972492288344040,-8.378914506266519E-006)
 (0.959721312992913,1.850221563474537E-005)
