 Error =  0.309138620125933     
 Eigenvalues = 
 (-2.59701979457039,-1.33023243778267)
 (-0.658488382494710,0.133161338803308)
 (-0.657888766273334,-0.130484618252540)
 (-0.923189375214228,-7.441697804339585E-004)
 (-0.691393677405838,5.831457656710363E-002)
 (-0.808714528956485,-2.276821651216214E-006)
 (-0.691040713907827,-5.527787674852166E-002)
 (-0.701738431297927,2.978969401375049E-003)
 (0.684481484785301,-1.007028676200091E-003)
 (1.34288599580385,-1.629730813972377E-002)
 (0.806517377315053,7.541015757209346E-002)
 (0.804676740301935,-6.945979521785926E-002)
 (1.02475983365722,-1.123749204113808E-003)
 (0.932992499649403,1.623203683026862E-004)
 (0.901393010119079,-1.732296460845854E-006)
