 Error =  0.694988137290790     
 Eigenvalues = 
 (0.737132682853959,-1.507209331618146E-002)
 (0.753895672222599,5.584703623494577E-002)
 (0.895848070563107,-3.689226846482691E-004)
 (1.00608558231878,-5.622943493977837E-002)
 (2.97663483901782,3.88327861443822)
 (4.12027627102379,-4.53158728880034)
 (-0.701255493666566,0.566029034058602)
 (-0.759433813948076,-0.400595389147058)
 (-0.925529009158003,-0.409403047675393)
 (-0.615280155173203,8.720541116700128E-002)
 (-0.664979837469787,-0.154639411460561)
 (-0.985879882467436,0.142536990804069)
 (-0.780798269236992,0.105367009633210)
 (-0.764201270598206,-6.085436616964129E-002)
 (-0.832904387326003,-4.049579610049126E-003)
