 Error =   1.30206023729601     
 Eigenvalues = 
 (0.703585191593203,-7.352024546073703E-003)
 (0.881024089908733,6.652820797167690E-003)
 (0.940683953338382,-3.058426589674899E-004)
 (6.520520531569654E-002,1.03622748544326)
 (-2.637299206771675E-002,-1.00887259261109)
 (4.11100688270186,0.319177799751976)
 (-13.4146880174553,-5.59710486385204)
 (-3.67601897211408,1.24561859483665)
 (-0.630862254443252,0.313245195547746)
 (-0.663394396287315,-0.254521676603608)
 (-0.801868543716923,0.277853336536296)
 (-0.834185169448128,-0.157753541005811)
 (-0.786900290855148,-5.245983595607246E-003)
 (-0.933177634885149,-8.713270934771233E-002)
 (-0.882082198280499,-2.726076137295550E-004)
