 Error =   1.13500981415346     
 Eigenvalues = 
 (-0.582296348374511,8.669267146566970E-004)
 (-0.524563346160244,0.104892638943906)
 (-0.492690143976125,-0.102783603932933)
 (-0.484244415938121,1.349763596110943E-010)
 (-0.316243872644300,2.160305242127229E-003)
 (-0.451511259031257,1.046499938393387E-002)
 (-0.331296487825018,1.954896095705204E-002)
 (-0.336142407244969,-1.836335312684336E-002)
 (-0.365704119539406,-3.945242665593781E-002)
 (-0.364003949270034,3.840692899249932E-002)
 (-0.409884524759028,2.920272842733013E-008)
 (-0.406095785215502,-2.604895066516858E-007)
 (-0.403554641541081,2.331552127836935E-007)
 (-0.382432935093213,-1.134469395399664E-003)
 (-0.371661357331958,-8.906923711798411E-004)
