 Error =  0.917102359950246     
 Eigenvalues = 
 (-0.643316676200735,-7.059877816628010E-002)
 (-0.645617040119900,-1.797964911042838E-002)
 (-0.639196544171609,6.574723564862368E-002)
 (-0.644382628908985,2.565250211993505E-002)
 (-0.808484468179066,-1.284436021753633E-007)
 (-0.930698762864497,-4.104440829213684E-005)
 (-4.09213612466774,3.03050656165782)
 (0.672893214064908,-2.868996878828480E-003)
 (0.715342564606109,1.832359752565867E-002)
 (0.715462665365409,-1.323104853301055E-002)
 (0.901388013770738,7.665610333770768E-008)
 (0.975079545202195,1.472793396058856E-002)
 (0.971245256928370,-1.429175131462817E-002)
 (0.957972021898962,-2.181448772348681E-003)
 (0.942648450665412,6.106602346446237E-004)
