 Error =  0.125444061966687     
 Eigenvalues = 
 (-0.624015420436668,2.731808343250963E-002)
 (-0.624041770329641,-2.732346316750289E-002)
 (-0.634689313730078,1.702918648640060E-005)
 (-0.659387801569289,-9.734437586447319E-006)
 (-0.808485668029600,-2.016623275046053E-013)
 (-0.930514542216602,1.202175782120819E-008)
 (0.597187532985962,1.053250868082512E-003)
 (0.660532409636104,-1.408173811550940E-003)
 (0.661361370025462,1.319660576600077E-003)
 (0.704161964379834,-2.309814063228170E-005)
 (0.901387140473527,-5.431716795272268E-010)
 (0.977124398902124,1.720300172443542E-006)
 (0.974287658393555,-5.418615416519853E-006)
 (0.960455225465587,1.257423376007704E-005)
 (0.946049581511735,1.525892778864645E-006)
