 Error =  0.823825862183290     
 Eigenvalues = 
 (-0.610649822855485,-4.147045840619237E-003)
 (-0.585224840605786,4.021429253563329E-004)
 (-0.350609930197137,-9.722515329752061E-002)
 (-0.357352658531547,9.716273363849456E-002)
 (-0.325684756657657,5.017243683796478E-002)
 (-0.341948965830117,-5.031033361390717E-002)
 (-0.484244412035707,-1.990890234962931E-009)
 (-0.351686819652751,-2.000712551006341E-002)
 (-0.355172057663632,2.210304740085010E-002)
 (-0.352633776168459,4.642510798888297E-003)
 (-0.373769634585281,2.572790071433578E-005)
 (-0.419909060679502,1.854237511124735E-004)
 (-0.409886155295976,5.542064835363009E-007)
 (-0.406094083396067,-8.488249135975312E-007)
 (-0.403554607672768,8.202201201452932E-007)
