 Error =   1.52716680777067     
 Eigenvalues = 
 (0.806648386023914,-1.108351909488057E-002)
 (0.131390169678994,-0.802335464998928)
 (0.549754216650364,0.865978212503992)
 (1.37807395227637,-8.509645715672344E-002)
 (1.12207292006269,-0.996175821595123)
 (0.443967178892928,1.69147663094815)
 (3.77835944661362,0.602060503914847)
 (44.9629297684149,20.9305023274809)
 (-0.714404218622904,-0.271638421726714)
 (-0.782100865188231,-0.356912330521319)
 (-0.686272995851798,0.276209627775802)
 (-0.848959925504222,0.365222787549470)
 (-1.34004455483758,0.318007020756551)
 (-1.12094752482005,-4.188806029816106E-002)
 (-1.46130251605225,-0.166579825607274)
