 Error =  0.959883878608017     
 Eigenvalues = 
 (-0.394682502551916,0.107286368859152)
 (-0.697062232411671,-8.456085142489074E-004)
 (-0.395661852144377,-0.107949139499444)
 (-0.591186494070571,-2.874090370094895E-002)
 (-0.590891676507350,2.837126000668401E-002)
 (-0.568063555464497,1.325104672424282E-011)
 (-0.477179979342702,6.269417768996025E-002)
 (-0.477066979253171,-6.288378517052080E-002)
 (-0.484244702973735,-1.050305441363679E-008)
 (-0.386453917347032,1.614515053689464E-002)
 (-0.386586294772981,-1.535841989046742E-002)
 (-0.444979198441624,-3.548787026025114E-005)
 (-0.412906981946923,7.645740508080613E-003)
 (-0.412518478652277,-7.859126945064871E-003)
 (-0.415481822554657,-7.658770048745013E-005)
