 Error =  0.772430973106796     
 Eigenvalues = 
 (-0.533452455881864,0.245058113214302)
 (-0.532050547349694,-0.235958806321934)
 (-0.634566323624864,-8.498080384653284E-002)
 (-0.632582015570053,8.162900472139901E-002)
 (-0.577902546311099,-4.510978713142194E-005)
 (-0.351207459611944,5.377337243915458E-002)
 (-0.352718041203914,-5.368187089671086E-002)
 (-0.352375509505046,1.435699807000431E-002)
 (-0.352023192133085,-1.105768081781492E-002)
 (-0.484244415090230,1.273196379684942E-012)
 (-0.373746855400378,-2.959081644121282E-006)
 (-0.403509286265221,-8.154138778076688E-008)
 (-0.406150134669176,3.852794393803722E-006)
 (-0.409872580306507,-2.348285646937588E-006)
 (-0.420189340490536,-6.694971488304701E-003)
