 Error =   1612.32000215746     
 Eigenvalues = 
 (-0.405282207738776,4.582548918421958E-003)
 (-0.407409750831133,-3.521397515428870E-003)
 (-0.473371295592683,-5.966619897143467E-005)
 (-0.627728054765909,-1.301963469912870E-004)
 (-0.548241585119296,4.682572733896342E-002)
 (-0.510425730348010,-7.699189553186798E-005)
 (-0.612977614048701,9.039262807216780E-005)
 (-0.548293590195145,-4.736771709055791E-002)
 (-0.584658560683257,-9.464376937965029E-007)
 (-0.553302962839558,1.931328144002922E-002)
 (-0.557217091551324,-1.734819895733026E-002)
 (-0.549116416277745,-8.667499020816894E-003)
 (-0.557312017946719,7.928043642965095E-003)
 (-0.568472074996118,3.832334998791151E-005)
 (-0.559763855175859,-6.360156866363295E-004)
