 Error =   2.62522080373764     
 Eigenvalues = 
 (-1.07038077334922,-0.352450388330630)
 (-0.466283438050818,0.229761772794609)
 (-0.329034402756545,-9.379663677381057E-002)
 (-0.706446803536706,-3.475207422716403E-003)
 (-0.614421266093617,-3.168091878817734E-002)
 (-0.582947288569650,4.608538712151196E-003)
 (-0.413994194674102,-0.110866554619804)
 (-0.474347098549500,-6.210755855921283E-002)
 (-0.484412855714712,4.115426819207083E-004)
 (-0.414626883288948,6.742415645886175E-002)
 (-0.435173184306488,4.903754567584962E-002)
 (-0.372870178529646,-3.876456074564890E-004)
 (-0.409934139630339,4.564974371051886E-005)
 (-0.403741904841097,2.002710447970643E-003)
 (-0.399942134827737,-6.956014329917504E-004)
