 Error =   2.70856718048973     
 Eigenvalues = 
 (-0.120743962287494,0.354605436225974)
 (-0.308629128847257,-8.303827639949640E-002)
 (-0.822995605471162,-0.226934451440861)
 (-0.539076125530256,-0.169392394072219)
 (-0.553151784788630,0.140858415543076)
 (-0.588941103172798,9.496915540289544E-006)
 (-0.428793803090840,8.912435050524387E-002)
 (-0.350067020108046,2.202057586558992E-002)
 (-0.484246569030624,2.371514526498365E-007)
 (-0.457761375269013,-4.409652390106199E-002)
 (-0.373840203920961,5.189615528495012E-005)
 (-0.384712147973656,-1.386257496398228E-002)
 (-0.403299489206692,-1.993617022792379E-004)
 (-0.406568351010444,1.135680850576320E-004)
 (-0.409614457239854,-7.922669477640998E-005)
