 Error =  0.120571861463697     
 Eigenvalues = 
 (-0.623959814596133,2.758435799985382E-002)
 (-0.624021112654187,-2.776501639631956E-002)
 (-0.634861085621030,1.058196497850426E-005)
 (-0.654073599586280,-1.714000931496671E-003)
 (-0.808485667517268,-2.455132165855932E-011)
 (-0.930514651653181,2.228042349110447E-008)
 (0.594609738122297,-4.018940038543437E-004)
 (0.660882395174228,1.907267506531475E-003)
 (0.661166714441189,-1.858857226903326E-003)
 (0.704193674207392,1.123528550147573E-005)
 (0.901387141193281,1.758492706077641E-010)
 (0.977231128132968,-2.536274738589548E-005)
 (0.974195435977564,2.641455587414301E-005)
 (0.960437792318199,-1.005391159246685E-005)
 (0.946042053677530,1.169734609169479E-006)
