 Error =   1.24936461357931     
 Eigenvalues = 
 (-0.547117040254720,-0.176679286416144)
 (-0.547112845040694,0.176366028243595)
 (-0.381019293043380,-7.682920184766553E-002)
 (-0.630118598802541,1.160082876320296E-004)
 (-0.574926169354728,-3.577376842716844E-002)
 (-0.575196790812557,3.565847045668531E-002)
 (-0.381074851841199,7.694417909917864E-002)
 (-0.350974267022637,-9.142759590651168E-006)
 (-0.484244415051046,1.874224835337333E-012)
 (-0.475054094688747,7.856381996951545E-005)
 (-0.373873303377300,-8.140578086353721E-007)
 (-0.431434517165296,-2.449768085406858E-005)
 (-0.409897091163639,1.924615857530120E-007)
 (-0.403289940126189,1.722513696975271E-006)
 (-0.406233721371492,-1.374176184552159E-006)
