 Error =  7.658936167951325E-003
 Eigenvalues = 
 (-0.610346437546630,3.780703792533073E-002)
 (-0.610862274479840,-3.833310088683690E-002)
 (-0.630835471459812,-1.125257567686420E-002)
 (-0.630485002712277,1.174441678574784E-002)
 (-0.808485516750057,-1.957654658182116E-010)
 (-0.930551063433326,-8.162720006035319E-008)
 (0.672822146574121,-2.722139342330746E-002)
 (0.663883355997983,2.561705449465889E-004)
 (0.672778619145905,2.770486920135836E-002)
 (0.705101474931761,-2.982416946146293E-005)
 (0.901386810576871,-7.434518142316608E-012)
 (0.983889298260001,1.851457889579905E-005)
 (0.969750028914462,-2.562819678489368E-005)
 (0.957574208940037,1.189708735032151E-005)
 (0.945712811515606,1.094695864358394E-005)
