 Error =  0.161661182555118     
 Eigenvalues = 
 (-0.642330472890380,0.122438553089761)
 (-0.645420098166415,-0.120389496577235)
 (-0.666781419711730,4.384335158478744E-002)
 (-0.643465224182920,3.472493105623376E-003)
 (-0.669487096418783,-4.280239963557991E-002)
 (-0.808486327353921,6.422089387956117E-006)
 (-0.929753785478730,3.606861302337798E-005)
 (5.16579856566967,1.24978542639154)
 (0.673307025885476,1.805952504330386E-002)
 (0.669477458855313,-1.980209080327451E-002)
 (0.984082646915448,4.184994672043112E-004)
 (0.951593821993821,-7.526338853719324E-004)
 (0.930221757238377,3.954344650138821E-004)
 (0.901161291049892,-1.198788386314012E-004)
 (0.893671137713712,5.164007393522994E-003)
