 Error =  8.653781362946811E-003
 Eigenvalues = 
 (-0.607226460503258,3.642369396146474E-003)
 (-0.606878884074788,-3.707433453183043E-003)
 (-0.627706193345463,-7.220281681428173E-006)
 (-0.808485683503144,-4.312809469291740E-012)
 (-0.930507902378894,-2.077905741411904E-008)
 (-1.39987904609906,-3.935079831331006E-002)
 (0.657897738264370,6.095635505728504E-003)
 (0.657951473632695,-6.133704487342247E-003)
 (0.666058623393046,4.639975273614989E-007)
 (0.700416231928710,-5.229700604727299E-006)
 (0.901387158480510,1.305527646925374E-010)
 (0.947216270314570,1.776059087725973E-006)
 (0.979601893776118,1.838828692389546E-006)
 (0.962899963982089,-2.849306763855649E-006)
 (0.970379028420972,7.982326370981029E-008)
