 Error =  0.155024214278916     
 Eigenvalues = 
 (-0.664177030071125,0.139185018113061)
 (-0.667765185164541,-0.143805039815091)
 (-0.684871293224803,6.929580913686295E-002)
 (-0.685125660572408,-7.262088931579271E-002)
 (-0.690634942597337,-1.248277612376276E-003)
 (-0.808694091337584,7.190580525693593E-007)
 (-0.924534846502621,1.567629111964455E-004)
 (2.37332779071642,0.313969269746535)
 (0.697798086987092,-7.183686485478136E-004)
 (0.787478940912672,5.628134607566652E-002)
 (0.795382134311369,-6.061191963195535E-002)
 (1.18458984220593,9.183815128735746E-002)
 (1.03057903045003,6.908350691424367E-004)
 (0.901383834586143,1.892880948280951E-005)
 (0.932916594443643,-1.760579198117583E-004)
