 Error =   1.85345747644623     
 Eigenvalues = 
 (0.759490395931479,0.473728454359304)
 (1.05445046813419,-0.106175768088720)
 (0.956727045945763,-0.684744833453540)
 (-0.955360173096498,-0.195962653022012)
 (-0.949452213481474,0.293092868825928)
 (0.274887506547319,-1.75344456962564)
 (-1.31149479560431,-0.119814201636208)
 (0.182244342029079,1.53227976409132)
 (2.51772076271033,-0.280249419360199)
 (-1.44971682720253,-1.82686965056885)
 (-2.56434626368113,-0.903500015672597)
 (-3.03518518689689,0.793803448372240)
 (21.8655333070911,-9.17516087296761)
 (4.26561171960071,3.04702671214932)
 (-0.724384748861404,2.77438960767352)
